# Simulation number	U	Np	Pu	Am	Cm	MA	Pu-238	Pu-239	Pu-240	Pu-241	Pu-242
155	5.993948E+07	1.426346E+03	1.109584E+07	3.035247E+05	0.000000E+00	3.049510E+05	2.814356E+05	5.996929E+06	3.176916E+06	9.463369E+05	6.942258E+05
156	5.993702E+07	3.306976E+03	1.076860E+07	6.313457E+05	0.000000E+00	6.346527E+05	2.543383E+05	6.602501E+06	3.299783E+05	1.637387E+06	1.944391E+06
157	5.993133E+07	1.080787E+03	1.123046E+07	1.773995E+05	0.000000E+00	1.784803E+05	9.424032E+04	1.018921E+07	6.304256E+05	3.125537E+05	4.034809E+03
158	5.993202E+07	5.729178E+03	1.058498E+07	8.175408E+05	0.000000E+00	8.232700E+05	1.127422E+05	7.160226E+06	1.355756E+06	7.119575E+05	1.244300E+06
159	5.996801E+07	5.118324E+03	1.067087E+07	6.962650E+05	0.000000E+00	7.013833E+05	1.011610E+06	6.942878E+06	2.198066E+06	3.736942E+05	1.446251E+05
160	5.993421E+07	3.844407E+03	1.072854E+07	6.736760E+05	0.000000E+00	6.775204E+05	1.623962E+05	6.816338E+06	1.896140E+06	1.439885E+06	4.137803E+05
161	5.994679E+07	6.390834E+03	1.049651E+07	8.905797E+05	0.000000E+00	8.969705E+05	4.888919E+05	5.809133E+06	1.459515E+06	6.297467E+05	2.109226E+06
162	5.996928E+07	6.669813E+03	1.044375E+07	9.205727E+05	0.000000E+00	9.272425E+05	1.070026E+06	6.366664E+06	3.063438E+05	5.889076E+05	2.111805E+06
163	5.994138E+07	6.410612E+03	1.041039E+07	9.820918E+05	0.000000E+00	9.885024E+05	3.387075E+05	6.251465E+06	2.416266E+06	1.314386E+06	8.956422E+04
164	5.993861E+07	3.205285E+03	1.083275E+07	5.657118E+05	0.000000E+00	5.689171E+05	2.627634E+05	5.789931E+06	2.985197E+06	1.231525E+06	5.633301E+05
165	5.996565E+07	5.137463E+03	1.058433E+07	7.851621E+05	0.000000E+00	7.902996E+05	9.527819E+05	5.243697E+06	2.570885E+06	1.038841E+06	7.781223E+05
166	5.997041E+07	2.241681E+03	1.101804E+07	3.495803E+05	0.000000E+00	3.518220E+05	1.080676E+06	5.176852E+06	1.993555E+06	5.069964E+05	2.259957E+06
167	5.992827E+07	1.880038E+03	1.107098E+07	3.391455E+05	0.000000E+00	3.410255E+05	2.287241E+04	7.629894E+06	8.378343E+05	7.787324E+05	1.801649E+06
168	5.993399E+07	3.759769E+03	1.087497E+07	5.275457E+05	0.000000E+00	5.313055E+05	1.519682E+05	7.316479E+06	2.127002E+06	3.982657E+05	8.812586E+05
169	5.994230E+07	2.444326E+03	1.101928E+07	3.762422E+05	0.000000E+00	3.786865E+05	3.795821E+05	9.046427E+06	3.027842E+05	5.148333E+05	7.756551E+05
170	5.993740E+07	4.001434E+03	1.080079E+07	5.980849E+05	0.000000E+00	6.020863E+05	2.491842E+05	8.685407E+06	9.133034E+05	7.056170E+05	2.472734E+05
171	5.995805E+07	2.520578E+03	1.084279E+07	5.369059E+05	0.000000E+00	5.394265E+05	7.685717E+05	4.712490E+06	2.131151E+06	1.676403E+06	1.554176E+06
172	5.993425E+07	4.702588E+03	1.066399E+07	7.373289E+05	0.000000E+00	7.420315E+05	1.747589E+05	7.004903E+06	9.616046E+05	1.094196E+06	1.428527E+06
173	5.993858E+07	1.852824E+03	1.095525E+07	4.445945E+05	0.000000E+00	4.464473E+05	2.651715E+05	3.821321E+06	3.256127E+06	1.616309E+06	1.996317E+06
174	5.995615E+07	3.549427E+03	1.073958E+07	6.409922E+05	0.000000E+00	6.445416E+05	7.139054E+05	5.675176E+06	2.395975E+06	1.475602E+06	4.789192E+05
175	5.995603E+07	6.505056E+03	1.049856E+07	8.791808E+05	0.000000E+00	8.856859E+05	7.191551E+05	7.492277E+06	1.261267E+06	4.308931E+05	5.949651E+05
176	5.993533E+07	3.718267E+03	1.084267E+07	5.585516E+05	0.000000E+00	5.622699E+05	1.981511E+05	7.888526E+06	1.020703E+06	6.771511E+05	1.058141E+06
177	5.996066E+07	3.024678E+03	1.096593E+07	4.106572E+05	0.000000E+00	4.136819E+05	8.441882E+05	9.792234E+06	3.037820E+04	2.146729E+05	8.445454E+04
178	5.995490E+07	5.891004E+03	1.044495E+07	9.345324E+05	0.000000E+00	9.404234E+05	6.859110E+05	3.707934E+06	2.623686E+06	1.454320E+06	1.973101E+06
179	5.993071E+07	3.485004E+03	1.074167E+07	6.644099E+05	0.000000E+00	6.678949E+05	6.266642E+04	4.626946E+06	3.341963E+06	1.718429E+06	9.916653E+05
180	5.993042E+07	3.022281E+03	1.091128E+07	4.955538E+05	0.000000E+00	4.985761E+05	7.775691E+04	9.612210E+06	2.927142E+05	8.700095E+05	5.858689E+04
181	5.996981E+07	1.908550E+02	1.134195E+07	2.832278E+04	0.000000E+00	2.851363E+04	1.059194E+06	8.405304E+06	1.631654E+06	3.208746E+04	2.137057E+05
182	5.994082E+07	7.542760E+03	1.023046E+07	1.161452E+06	0.000000E+00	1.168995E+06	3.541426E+05	6.114295E+06	1.554539E+05	1.592030E+06	2.014538E+06
183	5.995393E+07	4.346758E+03	1.060758E+07	7.744096E+05	0.000000E+00	7.787564E+05	6.711413E+05	4.343155E+06	1.716224E+06	1.725751E+06	2.151312E+06
184	5.996200E+07	4.037455E+03	1.072303E+07	6.511964E+05	0.000000E+00	6.552339E+05	8.608056E+05	6.222835E+06	2.324266E+06	1.079079E+06	2.360451E+05
185	5.996402E+07	3.447430E+03	1.083056E+07	5.422421E+05	0.000000E+00	5.456895E+05	9.111452E+05	5.191621E+06	2.625951E+06	8.153155E+05	1.286527E+06
186	5.994015E+07	1.054323E+03	1.114407E+07	2.549998E+05	0.000000E+00	2.560541E+05	3.046490E+05	6.879435E+06	2.453685E+06	9.351950E+05	5.711093E+05
187	5.995943E+07	4.461287E+03	1.072756E+07	6.488220E+05	0.000000E+00	6.532833E+05	7.949680E+05	6.943221E+06	2.191342E+06	6.482872E+05	1.497385E+05
188	5.995251E+07	2.716743E+03	1.083556E+07	5.494843E+05	0.000000E+00	5.522010E+05	6.185354E+05	3.088648E+06	3.328002E+06	1.582220E+06	2.218157E+06
189	5.993499E+07	8.012408E+03	1.016069E+07	1.236582E+06	0.000000E+00	1.244594E+06	1.990048E+05	5.623584E+06	8.969947E+05	1.712793E+06	1.728314E+06
190	5.993648E+07	5.853382E+03	1.046000E+07	9.379301E+05	0.000000E+00	9.437835E+05	2.238329E+05	6.887391E+06	1.580339E+06	1.517072E+06	2.513645E+05
191	5.993489E+07	5.056260E+03	1.056999E+07	8.303443E+05	0.000000E+00	8.354006E+05	1.961163E+05	8.058742E+06	2.825286E+05	1.465409E+06	5.671899E+05
192	5.994700E+07	3.330914E+03	1.083524E+07	5.546893E+05	0.000000E+00	5.580202E+05	4.769503E+05	4.814217E+06	3.080403E+06	1.024464E+06	1.439208E+06
193	5.994673E+07	6.419340E+03	1.052509E+07	8.620346E+05	0.000000E+00	8.684539E+05	4.651493E+05	4.919880E+06	3.415054E+06	3.824391E+05	1.342565E+06
194	5.994115E+07	5.213996E+03	1.068578E+07	7.081256E+05	0.000000E+00	7.133396E+05	3.435000E+05	7.051527E+06	1.374260E+06	3.718027E+05	1.544687E+06
195	5.994597E+07	5.760934E+03	1.058776E+07	8.007886E+05	0.000000E+00	8.065495E+05	4.796297E+05	7.565297E+06	1.085476E+05	5.521948E+05	1.882087E+06
196	5.996156E+07	6.624755E+03	1.036567E+07	1.006413E+06	0.000000E+00	1.013038E+06	8.515712E+05	3.311909E+06	2.931065E+06	1.293028E+06	1.978100E+06
197	5.996391E+07	7.138143E+03	1.035805E+07	1.011166E+06	0.000000E+00	1.018304E+06	9.215516E+05	7.171881E+06	1.112692E+06	8.298938E+05	3.220301E+05
198	5.994427E+07	5.343101E+03	1.065731E+07	7.333508E+05	0.000000E+00	7.386939E+05	4.090230E+05	5.285154E+06	2.844811E+06	4.401677E+05	1.678155E+06
199	5.993363E+07	3.184626E+03	1.091931E+07	4.841498E+05	0.000000E+00	4.873344E+05	1.397574E+05	5.559295E+06	2.809948E+06	6.242776E+05	1.786036E+06
200	5.992926E+07	1.373056E+03	1.117879E+07	2.308481E+05	0.000000E+00	2.322212E+05	3.338764E+04	6.375333E+06	2.297511E+06	4.391941E+05	2.033362E+06
201	5.996186E+07	2.188316E+03	1.104270E+07	3.335167E+05	0.000000E+00	3.357050E+05	8.528203E+05	4.713906E+06	3.035188E+06	4.353811E+05	2.005407E+06
202	5.994634E+07	4.699492E+03	1.078227E+07	6.069691E+05	0.000000E+00	6.116686E+05	4.607191E+05	5.088807E+06	2.935855E+06	9.451219E+04	2.202372E+06
203	5.994725E+07	1.919905E+03	1.100362E+07	3.874853E+05	0.000000E+00	3.894052E+05	4.821628E+05	6.167026E+06	2.797033E+06	1.111747E+06	4.456463E+05
204	5.994294E+07	2.323524E+03	1.089454E+07	5.004757E+05	0.000000E+00	5.027992E+05	3.805453E+05	4.519947E+06	2.657496E+06	1.587989E+06	1.748562E+06
205	5.996682E+07	2.415567E+03	1.088851E+07	4.825289E+05	0.000000E+00	4.849445E+05	9.926883E+05	4.777296E+06	1.886421E+06	1.360358E+06	1.871751E+06
206	5.995219E+07	4.254548E+03	1.064067E+07	7.431537E+05	0.000000E+00	7.474082E+05	6.148446E+05	4.954885E+06	2.511036E+06	1.575089E+06	9.848175E+05
207	5.994770E+07	4.323568E+03	1.062168E+07	7.665590E+05	0.000000E+00	7.708826E+05	4.974263E+05	4.051658E+06	3.068588E+06	1.687939E+06	1.316072E+06
208	5.994528E+07	5.496622E+03	1.062727E+07	7.622214E+05	0.000000E+00	7.677180E+05	4.466150E+05	7.249635E+06	1.414435E+06	5.128075E+05	1.003778E+06
209	5.994464E+07	1.025186E+03	1.122919E+07	1.654116E+05	0.000000E+00	1.664368E+05	4.395912E+05	8.559841E+06	3.475462E+05	2.744640E+05	1.607750E+06
210	5.996349E+07	3.829062E+03	1.086931E+07	5.036425E+05	0.000000E+00	5.074716E+05	8.917741E+05	4.916442E+06	3.150764E+06	1.469632E+05	1.763365E+06
211	5.992999E+07	2.024028E+03	1.103738E+07	3.708848E+05	0.000000E+00	3.729088E+05	5.605835E+04	6.333491E+06	1.974512E+06	8.827137E+05	1.790603E+06
212	5.993288E+07	2.822393E+03	1.084208E+07	5.624929E+05	0.000000E+00	5.653153E+05	1.379467E+05	8.083481E+06	8.556207E+05	1.579446E+06	1.855826E+05
213	5.994093E+07	1.987920E+03	1.113798E+07	2.593714E+05	0.000000E+00	2.613593E+05	3.366040E+05	7.931320E+06	1.229820E+06	6.012401E+04	1.580111E+06
214	5.995291E+07	6.828875E+03	1.038148E+07	9.990561E+05	0.000000E+00	1.005885E+06	6.420865E+05	5.176725E+06	1.731259E+06	1.037764E+06	1.793649E+06
215	5.994353E+07	1.838687E+03	1.106367E+07	3.312299E+05	0.000000E+00	3.330686E+05	3.911861E+05	6.009808E+06	2.596260E+06	7.580959E+05	1.308323E+06
216	5.993684E+07	2.085480E+03	1.092500E+07	4.763401E+05	0.000000E+00	4.784256E+05	2.437393E+05	7.582647E+06	5.414360E+05	1.634037E+06	9.231449E+05
217	5.995906E+07	4.314781E+03	1.074361E+07	6.332825E+05	0.000000E+00	6.375973E+05	7.960876E+05	5.192305E+06	1.838893E+06	6.713596E+05	2.244964E+06
218	5.993784E+07	6.003900E+02	1.132384E+07	7.799616E+04	0.000000E+00	7.859655E+04	2.568426E+05	8.002985E+06	1.335980E+06	1.555118E+04	1.712477E+06
219	5.996191E+07	2.248208E+03	1.098425E+07	3.918593E+05	0.000000E+00	3.941075E+05	8.723498E+05	8.646688E+06	6.025811E+05	8.258438E+05	3.678971E+04
220	5.995679E+07	4.381163E+03	1.066681E+07	7.122813E+05	0.000000E+00	7.166625E+05	7.230779E+05	5.137702E+06	3.090210E+06	1.214388E+06	5.014320E+05
221	5.995844E+07	1.381995E+03	1.119686E+07	1.835869E+05	0.000000E+00	1.849689E+05	7.836971E+05	8.925403E+06	5.965927E+05	6.697210E+04	8.241937E+05
222	5.995561E+07	1.001504E+03	1.124129E+07	1.423657E+05	0.000000E+00	1.433672E+05	7.060204E+05	7.746330E+06	1.376694E+06	1.202506E+05	1.291999E+06
223	5.993368E+07	1.717387E+03	1.112404E+07	2.808285E+05	0.000000E+00	2.825459E+05	1.575582E+05	9.463439E+06	5.404234E+05	4.884846E+05	4.741309E+05
224	5.993920E+07	1.536666E+03	1.102789E+07	3.716420E+05	0.000000E+00	3.731787E+05	2.874392E+05	4.874107E+06	2.463774E+06	1.362901E+06	2.039673E+06
225	5.994596E+07	4.344413E+03	1.081370E+07	5.762654E+05	0.000000E+00	5.806098E+05	4.450145E+05	5.322756E+06	3.370078E+06	2.039561E+05	1.471891E+06
226	5.996098E+07	4.748896E+03	1.077223E+07	6.023174E+05	0.000000E+00	6.070663E+05	8.577612E+05	7.974584E+06	5.999435E+04	1.064585E+04	1.869246E+06
227	5.992854E+07	4.070198E+03	1.067407E+07	7.335905E+05	0.000000E+00	7.376607E+05	1.014911E+04	5.199475E+06	3.026050E+06	1.680964E+06	7.574302E+05
228	5.994827E+07	4.251741E+03	1.065821E+07	7.295304E+05	0.000000E+00	7.337821E+05	5.255855E+05	7.052024E+06	1.226202E+06	1.473034E+06	3.813642E+05
229	5.995222E+07	2.914753E+03	1.090949E+07	4.756427E+05	0.000000E+00	4.785575E+05	6.082044E+05	5.692050E+06	2.874050E+06	8.215184E+05	9.136718E+05
230	5.995475E+07	5.073356E+03	1.050628E+07	8.741661E+05	0.000000E+00	8.792395E+05	6.757795E+05	3.248061E+06	3.249105E+06	1.785836E+06	1.547499E+06
231	5.994969E+07	1.450135E+03	1.112946E+07	2.596634E+05	0.000000E+00	2.611135E+05	5.499632E+05	7.798063E+06	1.890836E+06	5.858119E+05	3.047890E+05
232	5.993936E+07	1.659724E+03	1.112378E+07	2.754655E+05	0.000000E+00	2.771252E+05	3.054074E+05	8.389580E+06	4.738203E+05	5.033582E+05	1.451613E+06
233	5.994598E+07	6.043389E+03	1.058446E+07	8.037856E+05	0.000000E+00	8.098290E+05	4.592539E+05	6.694708E+06	1.937379E+06	3.003249E+05	1.192798E+06
234	5.996553E+07	5.805151E+03	1.059161E+07	7.773195E+05	0.000000E+00	7.831247E+05	9.586247E+05	6.007231E+06	1.686178E+06	3.286376E+05	1.610943E+06
235	5.994741E+07	5.118543E+03	1.060010E+07	7.876481E+05	0.000000E+00	7.927666E+05	5.181766E+05	7.004509E+06	9.547128E+04	1.076378E+06	1.905563E+06
236	5.996043E+07	4.431679E+03	1.066646E+07	7.089448E+05	0.000000E+00	7.133765E+05	8.316282E+05	5.784046E+06	1.617879E+06	1.139556E+06	1.293353E+06
237	5.995482E+07	5.825180E+03	1.044069E+07	9.389288E+05	0.000000E+00	9.447540E+05	6.875801E+05	5.963888E+06	1.778103E+06	1.552203E+06	4.589144E+05
238	5.994203E+07	3.942808E+03	1.070278E+07	6.915195E+05	0.000000E+00	6.954623E+05	3.640580E+05	6.175440E+06	1.746075E+06	1.481356E+06	9.358463E+05
239	5.994460E+07	5.055877E+03	1.074371E+07	6.469101E+05	0.000000E+00	6.519660E+05	4.162059E+05	5.001666E+06	3.006724E+06	5.484993E+04	2.264261E+06
240	5.997020E+07	6.059550E+03	1.054251E+07	8.214969E+05	0.000000E+00	8.275565E+05	1.083891E+06	8.215241E+06	5.528612E+05	4.208262E+05	2.696905E+05
241	5.996278E+07	5.885092E+03	1.044437E+07	9.272351E+05	0.000000E+00	9.331202E+05	8.802660E+05	4.382802E+06	2.816184E+06	1.403944E+06	9.611750E+05
242	5.994652E+07	4.613654E+03	1.071478E+07	6.743581E+05	0.000000E+00	6.789718E+05	4.868608E+05	7.121655E+06	7.558268E+05	6.964010E+05	1.654033E+06
243	5.996473E+07	4.812253E+03	1.074050E+07	6.302246E+05	0.000000E+00	6.350369E+05	9.361657E+05	8.331271E+06	1.256333E+06	1.636345E+05	5.309642E+04
244	5.994181E+07	5.489746E+03	1.061957E+07	7.733989E+05	0.000000E+00	7.788886E+05	3.733965E+05	7.737831E+06	1.650024E+05	6.054741E+05	1.737868E+06
245	5.993104E+07	6.434471E+03	1.040834E+07	9.944525E+05	0.000000E+00	1.000887E+06	9.785018E+04	7.425375E+06	5.460913E+05	1.386239E+06	9.527849E+05
246	5.995764E+07	6.699961E+03	1.038063E+07	9.953046E+05	0.000000E+00	1.002005E+06	7.712822E+05	5.737620E+06	8.414007E+05	1.134384E+06	1.895942E+06
247	5.992878E+07	2.713033E+03	1.106082E+07	3.479623E+05	0.000000E+00	3.506753E+05	1.577132E+04	6.493056E+06	2.674807E+06	3.577062E+04	1.841416E+06
248	5.995667E+07	2.769352E+03	1.099506E+07	3.857716E+05	0.000000E+00	3.885410E+05	7.305463E+05	7.313355E+06	1.674001E+06	2.717750E+05	1.005382E+06
249	5.994301E+07	6.789107E+03	1.036832E+07	1.022148E+06	0.000000E+00	1.028937E+06	3.894638E+05	6.102340E+06	1.713405E+06	1.254091E+06	9.090212E+05
250	5.994215E+07	9.088605E+02	1.120681E+07	1.904037E+05	0.000000E+00	1.913126E+05	3.599976E+05	5.773843E+06	2.367204E+06	5.799202E+05	2.125845E+06
251	5.994626E+07	6.369848E+03	1.048953E+07	8.981071E+05	0.000000E+00	9.044769E+05	4.829707E+05	7.641071E+06	4.169979E+05	7.080712E+05	1.240421E+06
252	5.993833E+07	7.618789E+03	1.026429E+07	1.130033E+06	0.000000E+00	1.137652E+06	2.679158E+05	6.744054E+06	1.812030E+06	1.276363E+06	1.639244E+05
253	5.996420E+07	1.256783E+03	1.112190E+07	2.529178E+05	0.000000E+00	2.541746E+05	9.238584E+05	6.019197E+06	1.768368E+06	7.221211E+05	1.688352E+06
254	5.996074E+07	3.627953E+03	1.073085E+07	6.450612E+05	0.000000E+00	6.486892E+05	8.227541E+05	4.538300E+06	3.227425E+06	1.430467E+06	7.118997E+05
255	5.993871E+07	3.976614E+03	1.083817E+07	5.594112E+05	0.000000E+00	5.633878E+05	2.893026E+05	7.553238E+06	6.604925E+05	4.323062E+05	1.902832E+06
256	5.995122E+07	1.783911E+03	1.110240E+07	2.848637E+05	0.000000E+00	2.866476E+05	5.911154E+05	7.403752E+06	1.794815E+06	4.547728E+05	8.579441E+05
257	5.995895E+07	4.125085E+03	1.082391E+07	5.532870E+05	0.000000E+00	5.574121E+05	7.817231E+05	4.927713E+06	2.792946E+06	2.406888E+05	2.080836E+06
258	5.994003E+07	7.250942E+03	1.034545E+07	1.047545E+06	0.000000E+00	1.054796E+06	3.083693E+05	5.724797E+06	2.251527E+06	9.999185E+05	1.060835E+06
259	5.996598E+07	7.202770E+03	1.032118E+07	1.045908E+06	0.000000E+00	1.053111E+06	9.686785E+05	5.965062E+06	1.822047E+06	1.034212E+06	5.311762E+05
260	5.996290E+07	2.482443E+03	1.099755E+07	3.773329E+05	0.000000E+00	3.798153E+05	9.003977E+05	7.424836E+06	6.919111E+05	4.861223E+05	1.494280E+06
261	5.995767E+07	6.855810E+03	1.042290E+07	9.528423E+05	0.000000E+00	9.596981E+05	7.722429E+05	7.144981E+06	4.638978E+05	6.560812E+05	1.385695E+06
262	5.993145E+07	2.377563E+03	1.101528E+07	3.911609E+05	0.000000E+00	3.935385E+05	1.064400E+05	8.291617E+06	4.306329E+05	6.945671E+05	1.492024E+06
263	5.994729E+07	4.364817E+03	1.066626E+07	7.223553E+05	0.000000E+00	7.267201E+05	4.951010E+05	5.200785E+06	2.137602E+06	1.307785E+06	1.524985E+06
264	5.995625E+07	6.787396E+03	1.041641E+07	9.608187E+05	0.000000E+00	9.676061E+05	7.320728E+05	7.858143E+06	6.114278E+05	7.840231E+05	4.307465E+05
265	5.993902E+07	3.851790E+03	1.070168E+07	6.957182E+05	0.000000E+00	6.995700E+05	2.822372E+05	6.290530E+06	2.171840E+06	1.602242E+06	3.548270E+05
266	5.996327E+07	4.253623E+03	1.072039E+07	6.523516E+05	0.000000E+00	6.566052E+05	9.159346E+05	7.214095E+06	2.756534E+05	8.775613E+05	1.437143E+06
267	5.995135E+07	5.691390E+03	1.045074E+07	9.324866E+05	0.000000E+00	9.381780E+05	5.848934E+05	5.023793E+06	3.181832E+06	1.632874E+06	2.734704E+04
268	5.997087E+07	2.122870E+03	1.109703E+07	2.702442E+05	0.000000E+00	2.723671E+05	1.095142E+06	6.422194E+06	1.430304E+06	1.240378E+04	2.136990E+06
269	5.993497E+07	4.177823E+03	1.081856E+07	5.825630E+05	0.000000E+00	5.867408E+05	1.775340E+05	7.207651E+06	2.090668E+06	4.145415E+05	9.281656E+05
270	5.993347E+07	2.882645E+03	1.086472E+07	5.391955E+05	0.000000E+00	5.420781E+05	1.539629E+05	8.556786E+06	6.505963E+05	1.341603E+06	1.617717E+05
271	5.992926E+07	3.008582E+03	1.093267E+07	4.753300E+05	0.000000E+00	4.783386E+05	3.133825E+04	8.010254E+06	2.042498E+06	7.277875E+05	1.207930E+05
272	5.995332E+07	5.163904E+03	1.071059E+07	6.711947E+05	0.000000E+00	6.763586E+05	6.460359E+05	6.157968E+06	1.965803E+06	1.364955E+05	1.804290E+06
273	5.996232E+07	3.054368E+03	1.092370E+07	4.512030E+05	0.000000E+00	4.542574E+05	8.883497E+05	8.776382E+06	1.167677E+05	4.976430E+05	6.445552E+05
274	5.993041E+07	4.653261E+03	1.074415E+07	6.610604E+05	0.000000E+00	6.657137E+05	5.185479E+04	5.575382E+06	3.335868E+06	5.555683E+05	1.225473E+06
275	5.993987E+07	2.563807E+03	1.106801E+07	3.298229E+05	0.000000E+00	3.323867E+05	2.994797E+05	8.176593E+06	1.969851E+06	4.149329E+04	5.805966E+05
276	5.994301E+07	1.745072E+03	1.107380E+07	3.217140E+05	0.000000E+00	3.234591E+05	3.819603E+05	6.753217E+06	2.108843E+06	7.760193E+05	1.053758E+06
277	5.995758E+07	3.236792E+03	1.087915E+07	5.003063E+05	0.000000E+00	5.035431E+05	7.622195E+05	7.429507E+06	9.758658E+05	6.977760E+05	1.013779E+06
278	5.996672E+07	7.733172E+03	1.020373E+07	1.162089E+06	0.000000E+00	1.169822E+06	9.957872E+05	6.008490E+06	1.148162E+06	1.411596E+06	6.396977E+05
279	5.994292E+07	6.493411E+03	1.049115E+07	8.997069E+05	0.000000E+00	9.062003E+05	3.874669E+05	6.183935E+06	1.664050E+06	6.001096E+05	1.655584E+06
280	5.996934E+07	5.124256E+03	1.062738E+07	7.384267E+05	0.000000E+00	7.435510E+05	1.047332E+06	4.894302E+06	2.561239E+06	6.922182E+05	1.432289E+06
281	5.997139E+07	3.474826E+03	1.090882E+07	4.565889E+05	0.000000E+00	4.600637E+05	1.094917E+06	5.114223E+06	2.808650E+06	1.298266E+05	1.761203E+06
282	5.994995E+07	5.922963E+03	1.044967E+07	9.347269E+05	0.000000E+00	9.406499E+05	5.558161E+05	3.303463E+06	3.128085E+06	1.424708E+06	2.037599E+06
283	5.995134E+07	1.359661E+03	1.110573E+07	2.818439E+05	0.000000E+00	2.832036E+05	5.928418E+05	5.082345E+06	2.494724E+06	8.444796E+05	2.091338E+06
284	5.995930E+07	6.162104E+03	1.058524E+07	7.895715E+05	0.000000E+00	7.957336E+05	7.861882E+05	6.068570E+06	2.832638E+06	7.544448E+04	8.223970E+05
285	5.995722E+07	6.398259E+03	1.040730E+07	9.693508E+05	0.000000E+00	9.757491E+05	7.534200E+05	4.448880E+06	1.752361E+06	1.228408E+06	2.224229E+06
286	5.995501E+07	6.848329E+03	1.029651E+07	1.081903E+06	0.000000E+00	1.088751E+06	6.893901E+05	5.119418E+06	2.213511E+06	1.656069E+06	6.181231E+05
287	5.994437E+07	6.869651E+03	1.041165E+07	9.773837E+05	0.000000E+00	9.842534E+05	4.340882E+05	6.513957E+06	7.951662E+05	8.313759E+05	1.837061E+06
288	5.994388E+07	7.132794E+03	1.033716E+07	1.052098E+06	0.000000E+00	1.059231E+06	4.199462E+05	6.797956E+06	8.606097E+05	1.149934E+06	1.108719E+06
289	5.995894E+07	6.960109E+03	1.028862E+07	1.085752E+06	0.000000E+00	1.092712E+06	7.913988E+05	4.618805E+06	2.134556E+06	1.576875E+06	1.166983E+06
290	5.994484E+07	6.750305E+02	1.126967E+07	1.250860E+05	0.000000E+00	1.257610E+05	4.243857E+05	8.140215E+06	2.029575E+06	3.051050E+05	3.703881E+05
291	5.996621E+07	2.147094E+03	1.091461E+07	4.573094E+05	0.000000E+00	4.594565E+05	9.667494E+05	3.571058E+06	3.030132E+06	1.427687E+06	1.918979E+06
292	5.992971E+07	7.268345E+03	1.035837E+07	1.044918E+06	0.000000E+00	1.052186E+06	3.546333E+04	6.271665E+06	3.070674E+06	9.627711E+05	1.779899E+04
293	5.992845E+07	7.450562E+03	1.027932E+07	1.125046E+06	0.000000E+00	1.132497E+06	2.460939E+04	5.759515E+06	1.591328E+06	1.401740E+06	1.502126E+06
294	5.994197E+07	6.303860E+03	1.036836E+07	1.023636E+06	0.000000E+00	1.029940E+06	3.675420E+05	5.154729E+06	1.627919E+06	1.737836E+06	1.480335E+06
295	5.995748E+07	5.057128E+03	1.071036E+07	6.673738E+05	0.000000E+00	6.724309E+05	7.646505E+05	7.252386E+06	6.229158E+05	2.110339E+05	1.859378E+06
296	5.996918E+07	3.547506E+03	1.089987E+07	4.676728E+05	0.000000E+00	4.712203E+05	1.057242E+06	8.041408E+06	6.404204E+05	1.443398E+05	1.016464E+06
297	5.996306E+07	5.959019E+03	1.048618E+07	8.850761E+05	0.000000E+00	8.910351E+05	8.867365E+05	4.749470E+06	2.759287E+06	1.007712E+06	1.082971E+06
298	5.995354E+07	7.086031E+03	1.027983E+07	1.099814E+06	0.000000E+00	1.106900E+06	6.692181E+05	6.654143E+06	5.030045E+05	1.562474E+06	8.909908E+05
299	5.995990E+07	5.535492E+03	1.057149E+07	8.033345E+05	0.000000E+00	8.088700E+05	8.039703E+05	5.834539E+06	2.718414E+06	7.912062E+05	4.233647E+05
300	5.996914E+07	6.858729E+03	1.036234E+07	1.001938E+06	0.000000E+00	1.008797E+06	1.048950E+06	4.053463E+06	2.266105E+06	1.030876E+06	1.962942E+06
301	5.993876E+07	2.186534E+03	1.090900E+07	4.903284E+05	0.000000E+00	4.925149E+05	2.903955E+05	6.149903E+06	1.046845E+06	1.643274E+06	1.778582E+06
302	5.993217E+07	6.132959E+03	1.058800E+07	8.139767E+05	0.000000E+00	8.201097E+05	1.052262E+05	5.880265E+06	2.546251E+06	2.915314E+05	1.764725E+06
303	5.993506E+07	7.400004E+03	1.024649E+07	1.151313E+06	0.000000E+00	1.158713E+06	1.836572E+05	5.704180E+06	2.220079E+06	1.652994E+06	4.855834E+05
304	5.994297E+07	3.719819E+03	1.079406E+07	5.995178E+05	0.000000E+00	6.032376E+05	4.016220E+05	7.840528E+06	2.326566E+05	9.907426E+05	1.328510E+06
305	5.996629E+07	6.641006E+03	1.039141E+07	9.759313E+05	0.000000E+00	9.825723E+05	9.649326E+05	4.154355E+06	3.185413E+06	1.042751E+06	1.043954E+06
306	5.993969E+07	6.263508E+03	1.044003E+07	9.542882E+05	0.000000E+00	9.605517E+05	2.910825E+05	4.342855E+06	3.290654E+06	1.243707E+06	1.271732E+06
307	5.995300E+07	7.876282E+03	1.017140E+07	1.207999E+06	0.000000E+00	1.215875E+06	6.525693E+05	6.119952E+06	8.728491E+05	1.625431E+06	9.005964E+05
308	5.993164E+07	4.999964E+03	1.056423E+07	8.394021E+05	0.000000E+00	8.444021E+05	1.081024E+05	7.244090E+06	9.555833E+05	1.589874E+06	6.665847E+05
